@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{  "Driving", "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing", "Still" }

@data
0.03,0.08,0.33,0.45,0.11,0.02,0.21,0.55,0.18,0.05,0.06,0.33,0.50,0.08,0.03,3.02,-9.31,0.54,0.30,0.17,0.22,7.85,Walking
0.09,0.00,0.82,0.00,0.09,0.09,0.00,0.36,0.45,0.09,0.09,0.00,0.45,0.36,0.09,3.00,-9.34,0.50,0.22,0.09,0.12,7.86,Walking
0.01,0.01,0.96,0.02,0.01,0.01,0.00,0.23,0.75,0.01,0.01,0.03,0.47,0.46,0.04,2.97,-9.34,0.50,0.07,0.03,0.06,7.85,Walking
0.10,0.49,0.35,0.06,0.01,0.09,0.36,0.42,0.12,0.01,0.02,0.18,0.45,0.28,0.07,2.97,-9.34,0.49,0.04,0.02,0.05,7.85,Walking
0.09,0.44,0.40,0.07,0.01,0.08,0.32,0.44,0.15,0.01,0.03,0.19,0.45,0.27,0.05,2.98,-9.33,0.49,0.04,0.02,0.05,7.85,Walking
0.04,0.04,0.11,0.77,0.04,0.01,0.06,0.08,0.77,0.08,0.01,0.01,0.13,0.82,0.02,2.90,-9.36,0.51,0.35,0.14,0.23,7.86,Walking
0.04,0.51,0.43,0.02,0.01,0.03,0.36,0.58,0.03,0.01,0.02,0.06,0.47,0.45,0.01,2.96,-9.33,0.46,0.58,0.22,0.33,7.86,Walking
0.13,0.67,0.13,0.06,0.01,0.02,0.89,0.08,0.00,0.00,0.03,0.07,0.20,0.66,0.03,3.10,-9.18,0.10,1.20,1.23,1.56,7.94,Walking
0.02,0.23,0.61,0.12,0.02,0.00,0.12,0.82,0.06,0.01,0.01,0.04,0.34,0.60,0.01,3.03,-9.14,-0.10,1.88,1.90,2.51,8.12,Walking
0.03,0.35,0.51,0.10,0.01,0.01,0.16,0.72,0.11,0.01,0.01,0.04,0.39,0.54,0.01,3.16,-9.02,-0.55,2.25,2.35,3.05,8.24,Walking
0.04,0.39,0.42,0.12,0.02,0.01,0.19,0.66,0.13,0.01,0.01,0.03,0.36,0.57,0.04,3.21,-9.04,-0.65,2.45,2.56,3.33,8.37,Walking
0.02,0.30,0.52,0.13,0.03,0.01,0.07,0.42,0.42,0.08,0.01,0.03,0.32,0.61,0.04,2.98,-9.17,-0.53,2.72,2.42,3.27,8.40,Walking
0.02,0.30,0.54,0.10,0.03,0.03,0.27,0.61,0.09,0.01,0.00,0.02,0.21,0.71,0.06,2.92,-9.20,-0.38,2.61,2.31,2.92,8.33,Walking
0.02,0.32,0.51,0.12,0.03,0.02,0.21,0.62,0.13,0.01,0.00,0.03,0.20,0.68,0.08,2.92,-9.17,-0.37,2.65,2.59,3.14,8.37,Walking
0.02,0.27,0.55,0.13,0.03,0.02,0.19,0.60,0.18,0.01,0.03,0.11,0.29,0.52,0.06,3.00,-9.15,-0.57,2.61,2.79,3.13,8.37,Walking
0.05,0.41,0.40,0.09,0.05,0.02,0.18,0.60,0.18,0.01,0.03,0.10,0.31,0.51,0.04,3.10,-9.10,-0.70,2.42,2.79,3.05,8.31,Walking
0.04,0.34,0.53,0.07,0.03,0.01,0.07,0.65,0.21,0.06,0.02,0.06,0.22,0.67,0.02,3.01,-9.24,-0.36,2.00,2.31,2.55,8.19,Walking
0.02,0.12,0.77,0.07,0.02,0.03,0.09,0.81,0.05,0.02,0.01,0.02,0.12,0.82,0.02,2.93,-9.31,-0.06,1.58,1.55,1.92,8.04,Walking
0.01,0.08,0.87,0.03,0.01,0.01,0.03,0.92,0.04,0.01,0.01,0.01,0.03,0.80,0.16,2.77,-9.38,0.32,0.98,0.78,0.98,7.91,Walking
0.01,0.18,0.65,0.16,0.00,0.01,0.10,0.62,0.25,0.01,0.02,0.17,0.41,0.32,0.09,2.67,-9.43,0.42,0.10,0.04,0.11,7.85,Walking
0.01,0.27,0.63,0.08,0.01,0.00,0.11,0.61,0.27,0.01,0.08,0.40,0.25,0.21,0.05,2.63,-9.44,0.41,0.09,0.04,0.10,7.85,Walking
0.03,0.85,0.10,0.01,0.00,0.02,0.03,0.83,0.09,0.02,0.01,0.03,0.89,0.06,0.01,2.81,-9.41,0.09,2.16,1.83,2.44,8.22,Walking
0.07,0.75,0.15,0.02,0.01,0.03,0.07,0.72,0.14,0.04,0.01,0.07,0.80,0.11,0.01,2.79,-9.41,-0.12,2.88,2.60,3.16,8.50,Walking
0.08,0.67,0.22,0.03,0.01,0.04,0.09,0.62,0.19,0.06,0.02,0.09,0.74,0.14,0.01,2.84,-9.32,-0.31,3.22,2.99,3.58,8.65,Walking
0.04,0.38,0.50,0.07,0.01,0.07,0.15,0.51,0.20,0.07,0.01,0.08,0.59,0.30,0.01,2.69,-9.25,-0.50,3.98,3.82,4.23,8.95,Walking
0.01,0.05,0.87,0.06,0.01,0.03,0.03,0.84,0.08,0.01,0.01,0.82,0.13,0.03,0.01,4.68,2.92,-7.43,1.67,3.17,1.95,8.01,Driving
0.01,0.10,0.36,0.52,0.02,0.00,0.09,0.82,0.08,0.01,0.01,0.12,0.80,0.06,0.01,4.92,3.25,-7.88,0.13,0.07,0.11,7.87,Driving
0.03,0.61,0.32,0.04,0.01,0.00,0.03,0.71,0.23,0.03,0.03,0.68,0.24,0.03,0.01,4.99,3.24,-7.84,0.10,0.06,0.09,7.87,Driving
0.05,0.79,0.11,0.04,0.01,0.00,0.02,0.80,0.16,0.01,0.01,0.67,0.27,0.04,0.01,5.02,3.23,-7.82,0.09,0.05,0.08,7.87,Driving
0.05,0.62,0.28,0.04,0.01,0.00,0.03,0.80,0.15,0.01,0.01,0.52,0.41,0.05,0.01,5.04,3.22,-7.81,0.10,0.05,0.08,7.87,Driving
0.02,0.43,0.48,0.06,0.01,0.00,0.03,0.79,0.16,0.01,0.01,0.31,0.58,0.08,0.02,5.09,3.23,-7.78,0.10,0.05,0.08,7.87,Driving
0.01,0.18,0.76,0.03,0.01,0.01,0.02,0.91,0.04,0.01,0.00,0.04,0.83,0.12,0.01,5.12,3.23,-7.76,0.14,0.10,0.09,7.87,Driving
0.01,0.16,0.79,0.03,0.01,0.01,0.03,0.91,0.03,0.01,0.00,0.04,0.86,0.09,0.01,5.12,3.22,-7.76,0.13,0.10,0.08,7.87,Driving
0.01,0.42,0.53,0.03,0.01,0.01,0.03,0.90,0.03,0.01,0.00,0.16,0.74,0.09,0.01,5.08,3.21,-7.79,0.15,0.10,0.10,7.87,Driving
0.26,0.40,0.21,0.12,0.01,0.01,0.09,0.51,0.34,0.05,0.08,0.41,0.21,0.24,0.06,5.02,3.19,-7.83,0.09,0.04,0.08,7.87,Driving
0.34,0.58,0.04,0.03,0.01,0.01,0.13,0.62,0.23,0.01,0.02,0.49,0.41,0.05,0.02,4.98,3.17,-7.87,0.06,0.04,0.05,7.87,Driving
0.01,0.14,0.81,0.02,0.02,0.03,0.94,0.02,0.00,0.01,0.01,0.94,0.02,0.03,0.01,5.01,3.20,-7.83,0.31,0.24,0.31,7.87,Driving
0.01,0.01,0.10,0.83,0.05,0.00,0.01,0.92,0.06,0.01,0.00,0.00,0.11,0.85,0.03,4.99,3.21,-7.82,0.50,0.37,0.46,7.88,Driving
0.01,0.02,0.29,0.64,0.05,0.00,0.01,0.89,0.09,0.01,0.00,0.00,0.30,0.66,0.04,4.90,3.20,-7.89,0.59,0.41,0.52,7.88,Driving
0.01,0.02,0.55,0.37,0.05,0.00,0.01,0.86,0.12,0.01,0.00,0.00,0.56,0.40,0.04,4.79,3.20,-7.96,0.62,0.43,0.53,7.89,Driving
0.01,0.01,0.24,0.71,0.03,0.00,0.01,0.70,0.28,0.01,0.00,0.00,0.09,0.90,0.01,4.57,3.25,-8.10,0.48,0.38,0.36,7.89,Driving
0.07,0.23,0.57,0.12,0.01,0.14,0.42,0.33,0.07,0.05,0.12,0.44,0.21,0.21,0.01,4.60,3.39,-8.01,0.32,0.38,0.24,7.89,Driving
0.08,0.07,0.26,0.33,0.25,0.31,0.40,0.14,0.07,0.08,0.16,0.19,0.18,0.27,0.20,4.57,3.65,-7.93,0.34,0.34,0.26,7.89,Driving
0.11,0.28,0.42,0.17,0.03,0.86,0.08,0.03,0.00,0.03,0.22,0.56,0.14,0.03,0.06,4.76,2.94,-8.09,0.13,0.29,0.18,7.87,Driving
0.02,0.07,0.56,0.32,0.03,0.16,0.64,0.16,0.03,0.01,0.09,0.59,0.27,0.03,0.03,4.83,2.84,-8.10,0.24,0.30,0.15,7.89,Driving
0.11,0.15,0.16,0.45,0.13,0.10,0.45,0.31,0.10,0.04,0.02,0.18,0.34,0.44,0.02,4.26,3.15,-8.29,0.75,0.48,0.27,7.91,Driving
0.08,0.31,0.21,0.31,0.09,0.07,0.40,0.42,0.09,0.03,0.05,0.24,0.37,0.33,0.01,4.05,3.19,-8.39,0.72,0.43,0.31,7.91,Driving
0.09,0.33,0.25,0.30,0.04,0.09,0.43,0.39,0.07,0.02,0.06,0.26,0.45,0.23,0.01,3.96,3.24,-8.43,0.66,0.40,0.29,7.91,Driving
0.09,0.45,0.23,0.19,0.04,0.18,0.39,0.32,0.09,0.02,0.06,0.16,0.39,0.33,0.06,3.66,3.34,-8.54,0.55,0.40,0.26,7.92,Driving
0.10,0.27,0.45,0.14,0.03,0.09,0.10,0.19,0.51,0.10,0.01,0.18,0.43,0.29,0.09,4.55,2.88,-8.24,0.23,0.13,0.14,7.88,Driving
0.36,0.59,0.05,0.00,0.01,0.01,0.05,0.33,0.53,0.08,0.01,0.10,0.43,0.41,0.05,4.64,2.92,-8.18,0.04,0.04,0.05,7.88,Driving
0.07,0.34,0.37,0.18,0.04,0.05,0.22,0.33,0.31,0.09,0.10,0.32,0.39,0.17,0.01,4.63,2.92,-8.18,0.03,0.04,0.05,7.88,Driving
0.07,0.32,0.38,0.18,0.04,0.06,0.24,0.39,0.26,0.06,0.09,0.32,0.40,0.18,0.01,4.63,2.93,-8.18,0.03,0.04,0.05,7.88,Driving
0.10,0.44,0.30,0.13,0.02,0.06,0.24,0.37,0.27,0.06,0.09,0.34,0.41,0.16,0.01,4.63,2.93,-8.18,0.03,0.05,0.04,7.88,Driving
0.18,0.30,0.15,0.15,0.21,0.24,0.30,0.30,0.03,0.12,0.15,0.33,0.12,0.27,0.12,4.89,3.26,-7.91,0.32,0.36,0.26,7.89,Driving
0.28,0.35,0.26,0.08,0.02,0.16,0.19,0.19,0.30,0.17,0.23,0.35,0.31,0.08,0.04,5.09,4.07,-7.45,0.48,0.67,0.50,7.95,Driving
0.29,0.38,0.23,0.07,0.02,0.18,0.20,0.18,0.28,0.17,0.31,0.31,0.28,0.07,0.04,5.05,3.94,-7.52,0.46,0.75,0.51,7.94,Driving
0.14,0.43,0.33,0.09,0.02,0.33,0.19,0.10,0.21,0.17,0.18,0.37,0.31,0.12,0.03,5.10,3.68,-7.58,0.43,0.84,0.53,7.92,Driving
0.05,0.42,0.32,0.16,0.05,0.08,0.30,0.40,0.15,0.07,0.07,0.41,0.34,0.14,0.04,5.17,3.03,-7.80,0.42,0.49,0.37,7.89,Driving
0.03,0.41,0.36,0.16,0.04,0.05,0.19,0.41,0.27,0.07,0.03,0.44,0.37,0.14,0.03,5.18,2.72,-7.90,0.40,0.46,0.37,7.88,Driving
0.08,0.33,0.42,0.14,0.03,0.14,0.27,0.31,0.22,0.06,0.05,0.50,0.30,0.12,0.03,5.15,2.56,-7.97,0.41,0.52,0.39,7.89,Driving
0.06,0.04,0.37,0.42,0.10,0.16,0.43,0.24,0.09,0.08,0.05,0.41,0.41,0.11,0.03,4.85,2.48,-8.19,0.74,0.55,0.41,7.91,Driving
0.07,0.08,0.12,0.51,0.21,0.19,0.46,0.18,0.10,0.07,0.01,0.10,0.26,0.53,0.10,4.55,2.43,-8.38,0.69,0.55,0.26,7.91,Driving
0.10,0.10,0.13,0.37,0.30,0.27,0.36,0.15,0.11,0.10,0.02,0.12,0.28,0.45,0.13,4.38,2.53,-8.45,0.78,0.62,0.27,7.92,Driving
0.08,0.00,0.17,0.58,0.17,0.17,0.00,0.08,0.25,0.50,0.08,0.08,0.25,0.17,0.42,5.29,3.28,-7.62,0.41,0.15,0.31,7.88,Driving
0.03,0.24,0.46,0.20,0.07,0.09,0.08,0.18,0.54,0.12,0.03,0.26,0.44,0.24,0.04,5.41,3.03,-7.63,0.43,0.50,0.27,7.88,Driving
0.03,0.24,0.47,0.20,0.06,0.08,0.09,0.19,0.52,0.11,0.03,0.28,0.43,0.23,0.04,5.41,3.02,-7.64,0.43,0.50,0.27,7.88,Driving
0.03,0.49,0.29,0.14,0.05,0.06,0.10,0.45,0.32,0.07,0.09,0.48,0.27,0.14,0.03,5.26,2.90,-7.79,0.42,0.43,0.30,7.88,Driving
0.13,0.64,0.10,0.09,0.03,0.05,0.08,0.36,0.40,0.11,0.02,0.39,0.44,0.11,0.03,5.12,2.85,-7.92,0.41,0.39,0.21,7.90,Driving
0.02,0.11,0.25,0.54,0.07,0.02,0.34,0.47,0.16,0.00,0.03,0.15,0.66,0.16,0.01,4.86,3.09,-7.99,0.35,0.38,0.19,7.89,Driving
0.04,0.35,0.56,0.04,0.00,0.01,0.28,0.57,0.14,0.00,0.05,0.26,0.57,0.11,0.01,4.79,3.11,-8.02,0.39,0.34,0.23,7.89,Driving
0.04,0.33,0.51,0.12,0.00,0.01,0.17,0.65,0.17,0.00,0.05,0.21,0.48,0.23,0.03,4.87,3.18,-7.95,0.45,0.33,0.28,7.89,Driving
0.04,0.24,0.47,0.24,0.01,0.21,0.51,0.25,0.02,0.00,0.05,0.21,0.34,0.33,0.06,4.99,3.07,-7.91,0.48,0.30,0.31,7.89,Driving
0.05,0.28,0.51,0.16,0.00,0.06,0.28,0.33,0.28,0.05,0.03,0.18,0.37,0.34,0.08,5.02,2.91,-7.95,0.43,0.35,0.32,7.89,Driving
0.03,0.18,0.33,0.37,0.09,0.08,0.35,0.27,0.24,0.06,0.02,0.19,0.39,0.30,0.10,4.99,2.89,-7.97,0.44,0.37,0.33,7.89,Driving
0.06,0.65,0.27,0.01,0.00,0.02,0.62,0.06,0.26,0.04,0.00,0.03,0.27,0.30,0.40,2.12,-5.43,-2.71,2.79,6.44,4.02,8.11,Walking
0.06,0.65,0.25,0.04,0.01,0.01,0.01,0.17,0.77,0.03,0.01,0.00,0.13,0.81,0.05,1.05,-9.73,-0.18,2.02,1.45,1.69,8.09,Walking
0.11,0.21,0.19,0.38,0.11,0.13,0.66,0.17,0.02,0.02,0.17,0.23,0.36,0.15,0.09,0.98,-9.74,0.58,0.38,0.18,0.17,7.85,Walking
0.03,0.05,0.06,0.46,0.41,0.04,0.70,0.26,0.01,0.01,0.08,0.22,0.41,0.24,0.05,1.29,-9.72,0.55,0.27,0.10,0.17,7.86,Walking
0.03,0.06,0.75,0.15,0.01,0.01,0.07,0.63,0.27,0.02,0.18,0.43,0.32,0.06,0.01,1.34,-9.72,0.53,0.27,0.09,0.19,7.86,Walking
0.02,0.06,0.65,0.25,0.01,0.01,0.05,0.65,0.27,0.01,0.03,0.43,0.40,0.12,0.01,1.38,-9.72,0.45,0.26,0.08,0.22,7.87,Walking
0.02,0.23,0.72,0.03,0.01,0.01,0.11,0.81,0.06,0.01,0.07,0.56,0.31,0.05,0.01,1.46,-9.71,0.36,0.22,0.08,0.21,7.87,Walking
0.02,0.14,0.80,0.03,0.01,0.01,0.08,0.84,0.06,0.01,0.07,0.59,0.31,0.03,0.01,1.48,-9.71,0.35,0.21,0.08,0.19,7.87,Walking
0.01,0.62,0.35,0.01,0.01,0.01,0.04,0.91,0.04,0.01,0.03,0.41,0.33,0.20,0.03,1.54,-9.70,0.40,0.15,0.06,0.21,7.86,Walking
0.01,0.53,0.44,0.01,0.01,0.01,0.02,0.94,0.03,0.01,0.03,0.14,0.39,0.41,0.03,1.55,-9.69,0.52,0.15,0.06,0.18,7.86,Walking
0.02,0.23,0.71,0.02,0.02,0.03,0.24,0.60,0.12,0.02,0.09,0.40,0.44,0.06,0.02,1.56,-9.68,0.60,0.09,0.03,0.11,7.86,Walking
0.01,0.16,0.81,0.00,0.02,0.02,0.19,0.65,0.13,0.02,0.02,0.32,0.56,0.07,0.02,1.57,-9.68,0.64,0.09,0.03,0.10,7.86,Walking
0.02,0.39,0.25,0.27,0.07,0.00,0.02,0.32,0.57,0.08,0.02,0.19,0.27,0.42,0.10,2.50,-9.35,-0.72,1.10,0.67,1.26,7.88,Walking
0.01,0.14,0.49,0.29,0.07,0.01,0.02,0.44,0.47,0.07,0.03,0.28,0.19,0.48,0.02,2.12,-9.47,-0.32,1.15,0.64,1.22,7.89,Walking
0.04,0.55,0.22,0.18,0.01,0.01,0.04,0.77,0.16,0.01,0.01,0.13,0.69,0.17,0.00,2.25,-9.43,-0.05,1.45,0.80,1.26,7.91,Walking
0.01,0.15,0.63,0.19,0.02,0.01,0.03,0.76,0.17,0.03,0.01,0.05,0.66,0.28,0.00,2.00,-9.51,0.27,1.52,0.81,1.08,7.92,Walking
0.01,0.15,0.63,0.19,0.02,0.01,0.03,0.76,0.17,0.03,0.01,0.05,0.41,0.53,0.00,2.01,-9.50,0.43,1.51,0.80,1.12,7.92,Walking
0.00,0.08,0.75,0.15,0.01,0.00,0.01,0.83,0.13,0.02,0.00,0.03,0.21,0.75,0.00,1.92,-9.53,0.64,1.28,0.61,0.93,7.89,Walking
0.00,0.01,0.97,0.00,0.02,0.00,0.01,0.97,0.01,0.01,0.01,0.01,0.02,0.94,0.02,1.68,-9.63,0.88,0.68,0.36,0.45,7.88,Walking
0.18,0.30,0.16,0.33,0.02,0.08,0.56,0.30,0.05,0.01,0.09,0.23,0.24,0.37,0.06,1.74,-9.62,0.90,0.16,0.04,0.13,7.85,Walking
0.06,0.09,0.50,0.31,0.04,0.25,0.50,0.20,0.04,0.01,0.16,0.38,0.26,0.16,0.04,1.86,-9.60,0.84,0.10,0.03,0.13,7.85,Walking
0.18,0.45,0.30,0.00,0.06,0.03,0.15,0.45,0.12,0.24,0.06,0.18,0.36,0.18,0.21,2.91,-8.98,-1.54,1.85,1.76,2.14,7.98,Walking
0.02,0.46,0.50,0.01,0.01,0.01,0.01,0.14,0.81,0.03,0.01,0.05,0.50,0.43,0.02,2.56,-9.38,-0.11,1.51,1.18,1.38,7.95,Walking
0.03,0.41,0.54,0.02,0.00,0.01,0.01,0.51,0.45,0.02,0.01,0.08,0.46,0.43,0.02,2.58,-9.40,-0.17,1.50,1.22,1.41,7.97,Walking
0.04,0.34,0.47,0.13,0.02,0.00,0.01,0.74,0.24,0.01,0.14,0.21,0.62,0.02,0.01,2.59,-9.38,-0.02,1.32,1.02,1.23,7.93,Walking
0.04,0.07,0.73,0.13,0.03,0.01,0.09,0.85,0.04,0.01,0.05,0.01,0.38,0.49,0.06,3.09,-9.28,-0.22,0.51,0.32,0.67,7.86,Walking
0.02,0.06,0.37,0.50,0.06,0.03,0.27,0.58,0.11,0.01,0.11,0.53,0.36,0.00,0.00,3.16,-9.29,-0.28,0.25,0.13,0.20,7.86,Walking
0.05,0.28,0.63,0.04,0.00,0.06,0.28,0.53,0.13,0.01,0.06,0.38,0.46,0.09,0.01,3.13,-9.30,-0.29,0.30,0.14,0.24,7.86,Walking
0.01,0.06,0.75,0.17,0.02,0.01,0.05,0.89,0.04,0.00,0.00,0.00,0.09,0.87,0.03,3.02,-9.31,-0.21,0.97,0.80,0.83,7.90,Walking
0.01,0.06,0.79,0.12,0.02,0.01,0.05,0.89,0.04,0.00,0.00,0.00,0.09,0.88,0.03,2.65,-9.41,0.09,1.06,0.81,0.92,7.90,Walking
0.01,0.06,0.81,0.10,0.02,0.01,0.05,0.89,0.04,0.00,0.00,0.00,0.06,0.90,0.03,2.35,-9.48,0.40,1.05,0.81,0.90,7.90,Walking
0.01,0.07,0.90,0.02,0.01,0.01,0.05,0.91,0.02,0.00,0.00,0.00,0.03,0.94,0.03,1.95,-9.60,0.70,0.76,0.73,0.73,7.90,Walking
0.04,0.94,0.01,0.00,0.00,0.01,0.01,0.97,0.01,0.00,0.01,0.00,0.01,0.97,0.01,1.85,-9.62,0.72,0.60,0.26,0.45,7.87,Walking
0.07,0.83,0.08,0.02,0.00,0.01,0.03,0.89,0.06,0.02,0.01,0.04,0.08,0.86,0.02,2.04,-9.52,0.36,1.09,0.82,1.20,7.90,Walking
0.07,0.73,0.13,0.06,0.02,0.00,0.04,0.86,0.08,0.01,0.03,0.09,0.17,0.70,0.02,2.12,-9.44,0.00,1.51,1.32,1.67,7.95,Walking
0.09,0.46,0.38,0.06,0.01,0.03,0.59,0.07,0.25,0.05,0.01,0.03,0.34,0.38,0.24,3.19,-4.49,-2.92,2.46,6.93,3.83,8.16,Walking
0.00,0.00,0.22,0.74,0.03,0.01,0.22,0.71,0.07,0.00,0.00,0.03,0.87,0.08,0.01,4.99,2.87,-7.96,0.34,0.25,0.26,7.87,Driving
0.11,0.58,0.25,0.04,0.02,0.01,0.12,0.47,0.32,0.07,0.06,0.67,0.21,0.04,0.01,5.02,2.93,-7.93,0.26,0.23,0.18,7.87,Driving
0.08,0.42,0.47,0.02,0.01,0.04,0.24,0.44,0.27,0.02,0.03,0.13,0.68,0.14,0.02,4.90,2.98,-7.99,0.27,0.28,0.20,7.87,Driving
0.17,0.45,0.36,0.02,0.01,0.04,0.26,0.42,0.26,0.02,0.01,0.13,0.37,0.46,0.03,4.75,2.95,-8.09,0.31,0.30,0.26,7.88,Driving
0.17,0.38,0.37,0.07,0.01,0.04,0.39,0.36,0.18,0.02,0.01,0.14,0.34,0.43,0.07,4.82,2.86,-8.07,0.36,0.30,0.29,7.87,Driving
0.30,0.38,0.30,0.02,0.01,0.05,0.43,0.40,0.11,0.02,0.01,0.26,0.37,0.27,0.09,4.98,2.82,-7.99,0.50,0.28,0.38,7.88,Driving
0.14,0.30,0.53,0.02,0.01,0.02,0.22,0.49,0.22,0.04,0.01,0.14,0.26,0.49,0.10,5.23,2.81,-7.84,0.45,0.24,0.35,7.88,Driving
0.19,0.69,0.10,0.01,0.01,0.02,0.20,0.54,0.18,0.06,0.04,0.09,0.48,0.32,0.07,5.44,2.89,-7.68,0.28,0.21,0.25,7.88,Driving
0.08,0.29,0.37,0.11,0.16,0.11,0.05,0.29,0.37,0.18,0.05,0.18,0.47,0.13,0.16,4.45,2.49,-8.46,0.48,0.26,0.24,7.91,Driving
0.15,0.33,0.45,0.06,0.01,0.08,0.17,0.41,0.31,0.04,0.03,0.16,0.28,0.44,0.08,3.77,2.08,-8.90,0.44,0.33,0.35,7.93,Driving
0.11,0.41,0.42,0.06,0.00,0.05,0.12,0.30,0.43,0.09,0.02,0.11,0.29,0.49,0.08,3.78,2.20,-8.86,0.39,0.33,0.32,7.92,Driving
0.12,0.44,0.27,0.10,0.06,0.03,0.15,0.27,0.39,0.17,0.04,0.27,0.53,0.13,0.03,3.94,2.08,-8.79,0.58,0.37,0.40,7.91,Driving
0.08,0.33,0.31,0.20,0.08,0.05,0.18,0.24,0.41,0.12,0.02,0.23,0.49,0.20,0.06,4.14,2.09,-8.68,0.61,0.41,0.43,7.90,Driving
0.09,0.06,0.39,0.34,0.12,0.04,0.21,0.28,0.36,0.11,0.04,0.23,0.47,0.20,0.06,4.06,2.12,-8.73,0.78,0.52,0.48,7.92,Driving
0.09,0.07,0.33,0.39,0.12,0.06,0.23,0.23,0.31,0.18,0.04,0.22,0.38,0.29,0.06,4.08,2.29,-8.67,0.79,0.64,0.49,7.93,Driving
0.10,0.04,0.23,0.42,0.22,0.05,0.12,0.15,0.43,0.26,0.03,0.16,0.25,0.41,0.15,3.84,2.52,-8.74,0.69,0.61,0.45,7.94,Driving
0.09,0.01,0.26,0.22,0.41,0.17,0.44,0.24,0.12,0.03,0.09,0.15,0.33,0.37,0.07,3.89,2.94,-8.57,0.62,0.17,0.32,7.91,Driving
0.06,0.24,0.23,0.30,0.17,0.05,0.24,0.15,0.28,0.28,0.09,0.23,0.22,0.25,0.22,4.16,1.97,-8.74,0.69,0.80,0.63,7.97,Driving
0.06,0.24,0.20,0.40,0.11,0.04,0.16,0.12,0.29,0.39,0.08,0.17,0.19,0.41,0.14,4.47,2.22,-8.48,0.75,0.79,0.66,7.94,Driving
0.05,0.22,0.17,0.47,0.09,0.03,0.14,0.10,0.22,0.50,0.07,0.15,0.17,0.46,0.15,4.51,2.36,-8.41,0.73,0.80,0.64,7.93,Driving
0.11,0.25,0.41,0.19,0.05,0.03,0.09,0.20,0.30,0.38,0.02,0.14,0.33,0.46,0.05,4.75,2.71,-8.17,0.49,0.40,0.34,7.89,Driving
0.02,0.34,0.28,0.30,0.06,0.09,0.05,0.32,0.53,0.01,0.08,0.41,0.37,0.12,0.01,4.65,2.74,-8.21,0.43,0.40,0.26,7.88,Driving
0.02,0.18,0.55,0.11,0.14,0.09,0.04,0.57,0.29,0.01,0.03,0.46,0.30,0.11,0.10,4.47,2.64,-8.35,0.39,0.35,0.20,7.88,Driving
0.01,0.15,0.68,0.06,0.10,0.09,0.06,0.79,0.05,0.01,0.36,0.62,0.02,0.00,0.00,4.42,2.58,-8.40,0.34,0.32,0.15,7.88,Driving
0.01,0.72,0.22,0.04,0.01,0.03,0.89,0.07,0.01,0.00,0.13,0.80,0.06,0.00,0.00,4.42,2.68,-8.37,0.25,0.13,0.17,7.88,Driving
0.01,0.46,0.49,0.04,0.01,0.03,0.89,0.07,0.01,0.00,0.10,0.84,0.06,0.00,0.00,4.50,2.67,-8.33,0.25,0.13,0.17,7.88,Driving
0.01,0.17,0.77,0.04,0.01,0.03,0.89,0.07,0.01,0.00,0.04,0.89,0.06,0.00,0.00,4.59,2.67,-8.28,0.20,0.13,0.14,7.87,Driving
0.01,0.02,0.02,0.02,0.93,0.89,0.02,0.04,0.03,0.03,0.02,0.89,0.01,0.06,0.02,4.44,2.94,-8.12,1.16,0.91,0.58,7.87,Driving
0.04,0.05,0.04,0.86,0.01,0.00,0.01,0.82,0.10,0.07,0.01,0.00,0.05,0.84,0.10,4.25,3.00,-8.20,1.66,1.14,0.93,7.95,Driving
0.05,0.08,0.06,0.79,0.02,0.00,0.01,0.01,0.78,0.20,0.01,0.05,0.78,0.16,0.00,4.06,3.16,-8.12,2.03,1.51,1.20,7.99,Driving
0.15,0.30,0.21,0.18,0.15,0.06,0.00,0.12,0.39,0.42,0.09,0.52,0.33,0.00,0.06,2.71,2.08,-9.10,3.53,3.41,2.94,8.90,Driving
0.99,0.00,0.00,0.00,0.01,0.99,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.99,2.05,-9.59,0.32,0.13,0.17,0.18,7.85,Driving
0.02,0.14,0.35,0.38,0.11,0.01,0.11,0.51,0.31,0.05,0.09,0.63,0.23,0.03,0.01,1.98,-9.61,0.35,0.08,0.04,0.09,7.86,Driving
0.06,0.42,0.42,0.09,0.01,0.02,0.13,0.60,0.22,0.03,0.03,0.12,0.64,0.18,0.03,2.25,-9.42,-0.37,2.40,2.69,3.28,8.40,Walking
0.05,0.41,0.44,0.09,0.01,0.02,0.14,0.59,0.23,0.02,0.03,0.13,0.63,0.17,0.04,2.31,-9.39,-0.43,2.29,2.70,3.30,8.39,Walking
